seed,policy,windows,certificate_issued,dominant_selected_path,mean_interference,mean_backlog,dropped_demand,switch_rate,deadline_miss_rate,fallback_rate,action_loss
31,rolling,40,False,local_exact,0.3512682544566691,1.7664484926653081,76.48857775069985,0.00625,0.0,0.0,0.3512682544566691
31,local_greedy,40,False,local_greedy,0.3681370056405668,1.7869333072652018,84.27841498869009,0.00625,0.0,0.0,0.3681370056405668
31,hindsight_oracle,40,False,local_greedy,0.3512682544566691,1.7664484926653081,76.48857775069985,0.00625,0.0,0.0,0.3512682544566691
32,capo_cert,40,True,local_exact,0.3156470290588011,1.3966205973015735,42.46160868207414,0.05,0.0,0.0,0.3156470290588011
32,expected_loss,40,False,local_exact,0.3156470290588011,1.3966205973015735,42.46160868207414,0.05,0.0,0.0,0.3156470290588011
32,empirical_chance,40,False,local_exact,0.3156470290588011,1.3966205973015735,42.46160868207414,0.05,0.0,0.0,0.3156470290588011
32,rolling,40,False,local_exact,0.3156470290588011,1.3966205973015735,42.46160868207414,0.05,0.0,0.0,0.3156470290588011
32,local_greedy,40,False,local_greedy,0.3219622284613309,1.3703065483034427,47.28867734981421,0.01875,0.0,0.0,0.3219622284613309
32,hindsight_oracle,40,False,local_greedy,0.3156470290588011,1.3966205973015735,42.46160868207414,0.05,0.0,0.0,0.3156470290588011
33,capo_cert,40,True,local_exact,0.3472869698509859,1.4619543567630233,67.9707512950395,0.0125,0.0,0.0,0.3472869698509859
33,expected_loss,40,False,local_exact,0.3472869698509859,1.4619543567630233,67.9707512950395,0.0125,0.0,0.0,0.3472869698509859
33,empirical_chance,40,False,local_exact,0.3472869698509859,1.4619543567630233,67.9707512950395,0.0125,0.0,0.0,0.3472869698509859
33,rolling,40,False,local_exact,0.3472869698509859,1.4619543567630233,67.9707512950395,0.0125,0.0,0.0,0.3472869698509859
33,local_greedy,40,False,local_greedy,0.3559847520016028,1.472776676120363,70.32397535335127,0.00625,0.0,0.0,0.3559847520016028
33,hindsight_oracle,40,False,local_greedy,0.3472869698509859,1.4619543567630233,67.9707512950395,0.0125,0.0,0.0,0.3472869698509859
34,capo_cert,40,True,local_exact,0.3239700186668237,1.2612465125981847,57.08510762834424,0.009375,0.0,0.0,0.3239700186668237
34,expected_loss,40,False,local_exact,0.3239700186668237,1.2612465125981847,57.08510762834424,0.009375,0.0,0.0,0.3239700186668237
34,empirical_chance,40,False,local_exact,0.3239700186668237,1.2612465125981847,57.08510762834424,0.009375,0.0,0.0,0.3239700186668237
34,rolling,40,False,local_exact,0.3239700186668237,1.2612465125981847,57.08510762834424,0.009375,0.0,0.0,0.3239700186668237
34,local_greedy,40,False,local_greedy,0.32473497207651175,1.26045929832914,56.97111045710082,0.009375,0.0,0.0,0.32473497207651175
