workload,seed,rival,du,incremental_search_s,n_be
qaoa,10,always_simulator,2.299236282649778,136.4954194855451,59.36554694945906
qaoa,11,always_simulator,2.235244508818788,143.16133716318174,64.04728279092616
qaoa_channel,0,always_simulator,2.039555494646142,95.50730823375233,46.82751142808331
qaoa_channel,1,always_simulator,2.0914768430090906,269.3134058226672,128.7670990586706
qaoa_channel,2,always_simulator,2.12626414496525,18.31650109679519,8.614405289280057
qaoa_channel,3,always_simulator,1.8952987098600396,432.7090285302494,228.30650719020605
qaoa_channel,4,always_simulator,2.2049055782850866,240.95706112116184,109.28225838521914
qaoa_channel,5,always_simulator,2.1662854382233374,55.298362666958774,25.526812714169054
qaoa_channel,6,always_simulator,2.1507261467724716,128.32546494527125,59.66611097272673
qaoa_channel,7,always_simulator,2.3980561654377244,27.12080400514514,11.30949491343323
qaoa_channel,8,always_simulator,2.43550321538532,119.76716177043758,49.17553013843559
qaoa_channel,9,always_simulator,2.1437712058109017,96.77424743464918,45.14205955016707
qaoa_channel,10,always_simulator,2.336313253069276,32.2305447607464,13.79547229739175
qaoa_channel,11,always_simulator,2.2331318324597533,72.94396626399218,32.66442455555602
qaoa_place,0,always_simulator,1.164542075701527,97.12911943595267,83.40541871571409
qaoa_place,1,always_simulator,2.045730320556323,30.952406884353167,15.130247898919473
qaoa_place,2,always_simulator,2.1220403552499034,63.06029736477844,29.716822872273845
qaoa_place,3,always_simulator,1.8522142539759001,145.849869331457,78.74351955686586
qaoa_place,4,always_simulator,2.214520187530236,61.68023954029145,27.8526427022916
qaoa_place,5,always_simulator,2.1591428583215855,165.62936143941684,76.71070063801577
qaoa_place,6,always_simulator,2.155222658133866,37.49594940858626,17.397714926147227
