experiment,workload,seed,method,budget,search_cost_units,search_cost_modeled_s,wall_s,cfg_n_qubits,cfg_layers,cfg_reupload,cfg_train_iters,cfg_lr,cfg_shots,cfg_mitigation,cfg_compile_level,cfg_placement,quality_loss,delay_s,deadline_miss,infeasible,energy_j,money,cost_scalar,realized_fail,utility,utility_p10,window,oracle_utility,regret,config_id,u_fid0,u_fid1,u_fid2,u_fid3
exp3,vqc,0,cvar,,,,,,,,,,,,,,0.23125000000000004,0.07920625787493914,0.0,0.0,5.384,0.000384,0.13071025787493915,0.0,-0.2874315088076622,-0.30692622557418514,0.0,-0.2104406931941909,0.07699081561347132,,,,,
exp3,vqc,0,single_snapshot,,,,,,,,,,,,,,0.33749999999999997,0.20953226883576795,0.0,0.0,0.000144,5.7600000000000005e-12,0.20953313312376795,0.16666666666666666,-0.3510977136856685,-0.44219760356955573,1.0,-0.2104406931941909,0.1406570204914776,,,,,
exp3,vqc,0,multi_env,,,,,,,,,,,,,,0.225,0.04406337455244996,0.0,0.0,2.4e-05,9.600000000000002e-13,0.04406351860044997,0.0,-0.22707129037266027,-0.2709947390450464,1.0,-0.2104406931941909,0.016630597178469375,,,,,
exp3,vqc,0,cvar,,,,,,,,,,,,,,0.23125000000000004,0.09550750193171004,0.0,0.0,5.384,0.000384,0.14701150193171003,0.0,-0.2883561469422904,-0.30797370438494687,1.0,-0.2104406931941909,0.0779154537480995,,,,,
exp3,vqc,0,single_snapshot,,,,,,,,,,,,,,0.33749999999999997,0.21108704358562927,0.0,0.0,0.000144,5.7600000000000005e-12,0.2110879078736293,0.16666666666666666,-0.3511940516288119,-0.4423109280126454,2.0,-0.2104406931941909,0.140753358434621,,,,,
exp3,vqc,0,multi_env,,,,,,,,,,,,,,0.225,0.045661611600508495,0.0,0.0,2.4e-05,9.600000000000002e-13,0.045661755648508495,0.0,-0.2271464136013761,-0.2710761534953232,2.0,-0.2104406931941909,0.01670572040718521,,,,,
exp3,vqc,0,cvar,,,,,,,,,,,,,,0.23125000000000004,0.09700766087704082,0.0,0.0,5.384,0.000384,0.14851166087704082,0.0,-0.2884454613783269,-0.30807140085160545,2.0,-0.2104406931941909,0.07800476818413599,,,,,
exp3,vqc,0,single_snapshot,,,,,,,,,,,,,,0.33749999999999997,0.22209472473588265,0.0,0.0,0.000144,5.7600000000000005e-12,0.22209558902388268,0.16666666666666666,-0.3518761165780199,-0.4431132560258658,3.0,-0.2104406931941909,0.14143542338382903,,,,,
exp3,vqc,0,multi_env,,,,,,,,,,,,,,0.225,0.0569770023534902,0.0,0.0,2.4e-05,9.600000000000002e-13,0.05697714640149021,0.0,-0.22767828006547675,-0.27165256130600496,3.0,-0.2104406931941909,0.017237586871285848,,,,,
exp3,vqc,0,cvar,,,,,,,,,,,,,,0.23125000000000004,0.11064217066098957,0.0,0.0,5.384,0.000384,0.16214617066098955,0.0,-0.28922093995612874,-0.30894816903574884,3.0,-0.2104406931941909,0.07878024676193784,,,,,
exp3,vqc,0,single_snapshot,,,,,,,,,,,,,,0.33749999999999997,0.20859820770322438,0.0,0.0,0.000144,5.7600000000000005e-12,0.2085990719912244,0.16666666666666666,-0.35103983679495654,-0.4421295217090375,4.0,-0.2104406931941909,0.14059914360076564,,,,,
exp3,vqc,0,multi_env,,,,,,,,,,,,,,0.225,0.0431032026000075,0.0,0.0,2.4e-05,9.600000000000002e-13,0.0431033466480075,0.0,-0.22702615863373735,-0.2709458277325635,4.0,-0.2104406931941909,0.01658546543954645,,,,,
exp3,vqc,0,cvar,,,,,,,,,,,,,,0.23125000000000004,0.09767901627505182,0.0,0.0,5.384,0.000384,0.14918301627505184,0.0,-0.2884484438604278,-0.3081037359814771,4.0,-0.2104406931941909,0.07800775066623689,,,,,
exp3,vqc,0,single_snapshot,,,,,,,,,,,,,,0.33749999999999997,0.21338197358279842,0.0,0.0,0.000144,5.7600000000000005e-12,0.21338283787079845,0.16666666666666666,-0.35133625154272563,-0.44247820090145595,5.0,-0.2104406931941909,0.14089555834853473,,,,,
exp3,vqc,0,multi_env,,,,,,,,,,,,,,0.225,0.04802069425508831,0.0,0.0,2.4e-05,9.600000000000002e-13,0.04802083830308831,0.0,-0.22725729947155093,-0.27119632554221307,5.0,-0.2104406931941909,0.016816606277360036,,,,,
exp3,vqc,0,cvar,,,,,,,,,,,,,,0.23125000000000004,0.1088140115478719,0.0,0.0,5.384,0.000384,0.16031801154787192,0.0,-0.28903290975084966,-0.30880473480136683,5.0,-0.2104406931941909,0.07859221655665877,,,,,
exp3,vqc,0,single_snapshot,,,,,,,,,,,,,,0.33749999999999997,0.22618601935974925,0.0,0.0,0.000144,5.7600000000000005e-12,0.22618688364774928,0.16666666666666666,-0.3521296239808718,-0.44341146236399087,6.0,-0.2104406931941909,0.14168893078668088,,,,,
exp3,vqc,0,multi_env,,,,,,,,,,,,,,0.225,0.06118266535578007,0.0,0.0,2.4e-05,9.600000000000002e-13,0.06118280940378007,0.0,-0.2278759622453553,-0.2718667984504868,6.0,-0.2104406931941909,0.01743526905116441,,,,,
exp3,vqc,0,cvar,,,,,,,,,,,,,,0.23125000000000004,0.1422140252635817,0.0,0.0,5.384,0.000384,0.1937180252635817,0.0,-0.29076810076794163,-0.3109018938697613,6.0,-0.2104406931941909,0.08032740757375073,,,,,
exp3,vqc,0,single_snapshot,,,,,,,,,,,,,,0.33749999999999997,0.23104508891391862,0.0,0.0,0.000144,5.7600000000000005e-12,0.23104595320191865,0.16666666666666666,-0.3524307047428801,-0.44376563029166627,7.0,-0.2104406931941909,0.14199001154868918,,,,,
exp3,vqc,0,multi_env,,,,,,,,,,,,,,0.225,0.06617756573042226,0.0,0.0,2.4e-05,9.600000000000002e-13,0.06617770977842229,0.0,-0.22811074158782704,-0.27212123947266376,7.0,-0.2104406931941909,0.017670048393636145,,,,,
exp3,vqc,0,cvar,,,,,,,,,,,,,,0.22916666666666666,0.15587239123767338,0.0,0.0,5.384,0.000384,0.20737639123767337,0.0,-0.2893899664116411,-0.3117581436483944,7.0,-0.2104406931941909,0.07894927321745021,,,,,
exp3,vqc,0,single_snapshot,,,,,,,,,,,,,,0.33749999999999997,0.20192907557642048,0.0,0.0,0.000144,5.7600000000000005e-12,0.20192993986442045,0.16666666666666666,-0.35062659978316085,-0.44164342191597805,8.0,-0.2104406931941909,0.14018590658896996,,,,,
exp3,vqc,0,multi_env,,,,,,,,,,,,,,0.225,0.036247641018237534,0.0,0.0,2.4e-05,9.600000000000002e-13,0.03624778506623753,0.0,-0.22670392112753726,-0.2705966043315686,8.0,-0.2104406931941909,0.016263227933346364,,,,,
exp3,vqc,0,cvar,,,,,,,,,,,,,,0.22916666666666666,0.1605065065050895,0.0,0.0,5.384,0.000384,0.21201050650508946,0.0,-0.2892719173486901,-0.3119386634100303,8.0,-0.2104406931941909,0.07883122415449922,,,,,
exp3,vqc,1,single_snapshot,,,,,,,,,,,,,,0.125,0.023678118008513858,0.0,0.0,0.000144,5.7600000000000005e-12,0.02367898229651386,0.0,-0.1263769210542898,-0.13843312842398264,0.0,-0.1263769210542898,0.0,,,,,
exp3,vqc,1,multi_env,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,0.0,-0.1263769210542898,0.011241966167858691,,,,,
exp3,vqc,1,cvar,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,0.0,-0.1263769210542898,0.011241966167858691,,,,,
exp3,vqc,1,single_snapshot,,,,,,,,,,,,,,0.125,0.026441316730074608,0.0,0.0,0.000144,5.7600000000000005e-12,0.026442181018074606,0.0,-0.12653750446814666,-0.13854192263757387,1.0,-0.12653750446814666,0.0,,,,,
exp3,vqc,1,multi_env,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,1.0,-0.12653750446814666,0.011081382754001834,,,,,
exp3,vqc,1,cvar,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,1.0,-0.12653750446814666,0.011081382754001834,,,,,
exp3,vqc,1,single_snapshot,,,,,,,,,,,,,,0.125,0.017807323417564667,0.0,0.0,0.000144,5.7600000000000005e-12,0.01780818770556467,0.0,-0.12603573957135444,-0.13820198019866894,2.0,-0.12603573957135444,0.0,,,,,
exp3,vqc,1,multi_env,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,2.0,-0.12603573957135444,0.011583147650794046,,,,,
exp3,vqc,1,cvar,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,2.0,-0.12603573957135444,0.011583147650794046,,,,,
exp3,vqc,1,single_snapshot,,,,,,,,,,,,,,0.125,0.030033589906846733,0.0,0.0,0.000144,5.7600000000000005e-12,0.030034454194846735,0.0,-0.1267462695800192,-0.138683359636738,3.0,-0.1267462695800192,0.0,,,,,
exp3,vqc,1,multi_env,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,3.0,-0.1267462695800192,0.010872617642129295,,,,,
exp3,vqc,1,cvar,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,3.0,-0.1267462695800192,0.010872617642129295,,,,,
exp3,vqc,1,single_snapshot,,,,,,,,,,,,,,0.125,0.02617957322504337,0.0,0.0,0.000144,5.7600000000000005e-12,0.02618043751304337,0.0,-0.12652229323297026,-0.13853161712513634,4.0,-0.12652229323297026,0.0,,,,,
exp3,vqc,1,multi_env,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,4.0,-0.12652229323297026,0.011096593989178227,,,,,
exp3,vqc,1,cvar,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,4.0,-0.12652229323297026,0.011096593989178227,,,,,
exp3,vqc,1,single_snapshot,,,,,,,,,,,,,,0.125,0.019023286163213807,0.0,0.0,0.000144,5.7600000000000005e-12,0.019024150451213806,0.0,-0.12610640529919206,-0.13824985576752935,5.0,-0.12610640529919206,0.0,,,,,
exp3,vqc,1,multi_env,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,5.0,-0.12610640529919206,0.011512481922956425,,,,,
exp3,vqc,1,cvar,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,5.0,-0.12610640529919206,0.011512481922956425,,,,,
exp3,vqc,1,single_snapshot,,,,,,,,,,,,,,0.125,0.015397104868796257,0.0,0.0,0.000144,5.7600000000000005e-12,0.015397969156796254,0.0,-0.12589566961558815,-0.13810708371889346,6.0,-0.12589566961558815,0.0,,,,,
exp3,vqc,1,multi_env,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,6.0,-0.12589566961558815,0.011723217606560338,,,,,
exp3,vqc,1,cvar,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,6.0,-0.12589566961558815,0.011723217606560338,,,,,
exp3,vqc,1,single_snapshot,,,,,,,,,,,,,,0.125,0.014128394154730972,0.0,0.0,0.000144,5.7600000000000005e-12,0.01412925844273097,0.0,-0.12582193843727232,-0.13805713132736458,7.0,-0.12582193843727232,0.0,,,,,
exp3,vqc,1,multi_env,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,7.0,-0.12582193843727232,0.011796948784876166,,,,,
exp3,vqc,1,cvar,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,7.0,-0.12582193843727232,0.011796948784876166,,,,,
exp3,vqc,1,single_snapshot,,,,,,,,,,,,,,0.125,0.009167161648810743,0.0,0.0,0.000144,5.7600000000000005e-12,0.009168025936810743,0.0,-0.12553361619445932,-0.13786179489183675,8.0,-0.12553361619445932,0.0,,,,,
exp3,vqc,1,multi_env,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,8.0,-0.12553361619445932,0.012085271027689165,,,,,
exp3,vqc,1,cvar,,,,,,,,,,,,,,0.13749999999999996,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1376188872221485,-0.1376602428495264,8.0,-0.12553361619445932,0.012085271027689165,,,,,
exp3,vqc,2,single_snapshot,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,0.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,multi_env,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,0.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,cvar,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,0.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,single_snapshot,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,1.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,multi_env,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,1.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,cvar,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,1.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,single_snapshot,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,2.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,multi_env,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,2.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,cvar,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,2.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,single_snapshot,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,3.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,multi_env,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,3.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,cvar,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,3.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,single_snapshot,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,4.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,multi_env,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,4.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,cvar,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,4.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,single_snapshot,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,5.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,multi_env,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,5.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,cvar,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,5.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,single_snapshot,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,6.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,multi_env,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,6.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,cvar,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,6.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,single_snapshot,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,7.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,multi_env,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,7.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,cvar,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,7.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,single_snapshot,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,8.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,multi_env,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,8.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,2,cvar,,,,,,,,,,,,,,0.15000000000000002,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.1501135926519699,-0.1501480788256057,8.0,-0.1501135926519699,0.0,,,,,
exp3,vqc,3,single_snapshot,,,,,,,,,,,,,,0.1395833333333333,0.019925142956383788,0.0,0.0,2.4e-05,9.600000000000002e-13,0.01992528700438379,0.0,-0.14063923785692892,-0.14515843412406768,0.0,-0.14063923785692892,0.0,,,,,
exp3,vqc,3,multi_env,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,0.0,-0.14063923785692892,0.046992489082267136,,,,,
exp3,vqc,3,cvar,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,0.0,-0.14063923785692892,0.046992489082267136,,,,,
exp3,vqc,3,single_snapshot,,,,,,,,,,,,,,0.1395833333333333,0.03285960396862574,0.0,0.0,2.4e-05,9.600000000000002e-13,0.032859748016625744,0.0,-0.14132458768956127,-0.1460726299115835,1.0,-0.14132458768956127,0.0,,,,,
exp3,vqc,3,multi_env,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,1.0,-0.14132458768956127,0.04630713924963478,,,,,
exp3,vqc,3,cvar,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,1.0,-0.14132458768956127,0.04630713924963478,,,,,
exp3,vqc,3,single_snapshot,,,,,,,,,,,,,,0.1395833333333333,0.04036073889102019,0.0,0.0,2.4e-05,9.600000000000002e-13,0.04036088293902019,0.0,-0.14172204542349778,-0.14660280321692268,2.0,-0.14172204542349778,0.0,,,,,
exp3,vqc,3,multi_env,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,2.0,-0.14172204542349778,0.04590968151569827,,,,,
exp3,vqc,3,cvar,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,2.0,-0.14172204542349778,0.04590968151569827,,,,,
exp3,vqc,3,single_snapshot,,,,,,,,,,,,,,0.1395833333333333,0.03473351388109562,0.0,0.0,2.4e-05,9.600000000000002e-13,0.03473365792909562,0.0,-0.14142387932944203,-0.14620507613771871,3.0,-0.14142387932944203,0.0,,,,,
exp3,vqc,3,multi_env,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,3.0,-0.14142387932944203,0.04620784760975402,,,,,
exp3,vqc,3,cvar,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,3.0,-0.14142387932944203,0.04620784760975402,,,,,
exp3,vqc,3,single_snapshot,,,,,,,,,,,,,,0.1395833333333333,0.04473459202438723,0.0,0.0,2.4e-05,9.600000000000002e-13,0.04473473607238724,0.0,-0.1419537999210431,-0.14691194312665318,4.0,-0.1419537999210431,0.0,,,,,
exp3,vqc,3,multi_env,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,4.0,-0.1419537999210431,0.04567792701815296,,,,,
exp3,vqc,3,cvar,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,4.0,-0.1419537999210431,0.04567792701815296,,,,,
exp3,vqc,3,single_snapshot,,,,,,,,,,,,,,0.1395833333333333,0.04303978423881238,0.0,0.0,2.4e-05,9.600000000000002e-13,0.04303992828681238,0.0,-0.14186399824851198,-0.14679215567383586,5.0,-0.14186399824851198,0.0,,,,,
exp3,vqc,3,multi_env,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,5.0,-0.14186399824851198,0.04576772869068407,,,,,
exp3,vqc,3,cvar,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,5.0,-0.14186399824851198,0.04576772869068407,,,,,
exp3,vqc,3,single_snapshot,,,,,,,,,,,,,,0.1395833333333333,0.03754724712933357,0.0,0.0,2.4e-05,9.600000000000002e-13,0.03754739117733357,0.0,-0.14157296877421496,-0.14640394821134417,6.0,-0.14157296877421496,0.0,,,,,
exp3,vqc,3,multi_env,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,6.0,-0.14157296877421496,0.04605875816498109,,,,,
exp3,vqc,3,cvar,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,6.0,-0.14157296877421496,0.04605875816498109,,,,,
exp3,vqc,3,single_snapshot,,,,,,,,,,,,,,0.1395833333333333,0.03747959375714071,0.0,0.0,2.4e-05,9.600000000000002e-13,0.03747973780514071,0.0,-0.14156938406919586,-0.14639916653332824,7.0,-0.14156938406919586,0.0,,,,,
exp3,vqc,3,multi_env,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,7.0,-0.14156938406919586,0.04606234287000019,,,,,
exp3,vqc,3,cvar,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,7.0,-0.14156938406919586,0.04606234287000019,,,,,
exp3,vqc,3,single_snapshot,,,,,,,,,,,,,,0.1395833333333333,0.03410226737070041,0.0,0.0,2.4e-05,9.600000000000002e-13,0.034102411418700414,0.0,-0.14139043188313258,-0.14616046021594653,8.0,-0.14139043188313258,0.0,,,,,
exp3,vqc,3,multi_env,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,8.0,-0.14139043188313258,0.046241295056063475,,,,,
exp3,vqc,3,cvar,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18763172693919605,-0.18765634029256867,8.0,-0.14139043188313258,0.046241295056063475,,,,,
exp3,vqc,4,single_snapshot,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18762791167658466,-0.18764794741573965,0.0,-0.18762791167658466,0.0,,,,,
exp3,vqc,4,multi_env,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18762791167658466,-0.18764794741573965,0.0,-0.18762791167658466,0.0,,,,,
exp3,vqc,4,cvar,,,,,,,,,,,,,,0.21875,0.000768,0.0,0.0,0.006144,0.0,0.0008048639999999999,0.0,-0.2188407082935405,-0.22511172373164617,0.0,-0.18762791167658466,0.031212796616955835,,,,,
exp3,vqc,4,single_snapshot,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18762791167658466,-0.18764794741573965,1.0,-0.18762791167658466,0.0,,,,,
exp3,vqc,4,multi_env,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18762791167658466,-0.18764794741573965,1.0,-0.18762791167658466,0.0,,,,,
exp3,vqc,4,cvar,,,,,,,,,,,,,,0.21875,0.000768,0.0,0.0,0.006144,0.0,0.0008048639999999999,0.0,-0.2188407082935405,-0.22511172373164617,1.0,-0.18762791167658466,0.031212796616955835,,,,,
exp3,vqc,4,single_snapshot,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18762791167658466,-0.18764794741573965,2.0,-0.18762791167658466,0.0,,,,,
exp3,vqc,4,multi_env,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18762791167658466,-0.18764794741573965,2.0,-0.18762791167658466,0.0,,,,,
exp3,vqc,4,cvar,,,,,,,,,,,,,,0.21875,0.000768,0.0,0.0,0.006144,0.0,0.0008048639999999999,0.0,-0.2188407082935405,-0.22511172373164617,2.0,-0.18762791167658466,0.031212796616955835,,,,,
exp3,vqc,4,single_snapshot,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18762791167658466,-0.18764794741573965,3.0,-0.18762791167658466,0.0,,,,,
exp3,vqc,4,multi_env,,,,,,,,,,,,,,0.1875,0.001,0.0,0.0,0.008,0.0,0.001048,0.0,-0.18762791167658466,-0.18764794741573965,3.0,-0.18762791167658466,0.0,,,,,
