workload,seed,winsor_floor,search_cost_units,utility,utility_p10,service_violation,quality_loss,delay_s
qaoa_place,213,none,33.0,-0.09284966515789418,-0.33854242715882144,0.0,0.09225726449303982,0.005246802233159542
qaoa_place,214,-2,33.0,-0.017537389795341498,-0.023550376175863457,0.0,0.0,0.148304
qaoa_place,214,-4,33.0,-0.017537389795341498,-0.023550376175863457,0.0,0.0,0.148304
qaoa_place,214,-6,33.0,-0.017537389795341498,-0.023550376175863457,0.0,0.0,0.148304
qaoa_place,214,-10,33.0,-0.017537389795341498,-0.023550376175863457,0.0,0.0,0.148304
qaoa_place,214,none,33.0,-0.017537389795341498,-0.023550376175863457,0.0,0.0,0.148304
qaoa_place,215,-2,33.0,-0.040818294555001196,-0.10196704449426021,0.0,0.02471506946962438,0.148304
qaoa_place,215,-4,33.0,-0.040818294555001196,-0.10196704449426021,0.0,0.02471506946962438,0.148304
qaoa_place,215,-6,33.0,-0.040818294555001196,-0.10196704449426021,0.0,0.02471506946962438,0.148304
qaoa_place,215,-10,33.0,-0.040818294555001196,-0.10196704449426021,0.0,0.02471506946962438,0.148304
qaoa_place,215,none,33.0,-0.040818294555001196,-0.10196704449426021,0.0,0.02471506946962438,0.148304
vqc,210,-2,33.0,-0.3126038795246312,-0.31265006231575027,0.0,0.3125,0.0010000000000000002
vqc,210,-4,33.0,-0.3126038795246312,-0.31265006231575027,0.0,0.3125,0.0010000000000000002
vqc,210,-6,33.0,-0.3126038795246312,-0.31265006231575027,0.0,0.3125,0.0010000000000000002
vqc,210,-10,33.0,-0.3126038795246312,-0.31265006231575027,0.0,0.3125,0.0010000000000000002
vqc,210,none,33.0,-0.3126038795246312,-0.31265006231575027,0.0,0.3125,0.0010000000000000002
vqc,211,-2,33.0,-0.10011836788842757,-0.10015813355831032,0.0,0.1,0.0010000000000000002
vqc,211,-4,33.0,-0.10011836788842757,-0.10015813355831032,0.0,0.1,0.0010000000000000002
vqc,211,-6,33.0,-0.10011836788842757,-0.10015813355831032,0.0,0.1,0.0010000000000000002
vqc,211,-10,33.0,-0.10011836788842757,-0.10015813355831032,0.0,0.1,0.0010000000000000002
vqc,211,none,33.0,-0.10011836788842757,-0.10015813355831032,0.0,0.1,0.0010000000000000002
